KH-BPO-KFS;;; unreachable; intetics.com.ua/Servers
VOLKOVAYA2;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
OVCHARENKO;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
BUROVSKAYA2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
ADIDENKO-LT;;; unreachable; intetics.com.ua/Workstations/GIS/PL
APAVLOVA2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
USERINT-09TQRD7;;; unreachable; intetics.com.ua/Workstations/Noname
AFEDOTOV;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
ALOTNIK2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
VSHUVAEV2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
EORLOV2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
KVERZYLOVA;;; unreachable; intetics.com.ua/Workstations/Sales
SHISHKO2-LT;;; unreachable; intetics.com.ua/Workstations/Kiev
MLUGIN2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
LKHOPRIA;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
YKOVAL;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
TMILOVA2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
LKAMINSK;;; unreachable; intetics.com.ua/Workstations/HR
EANDRUSH2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
VKOTEL;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
YONISHCH2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
VMIROSH;;; unreachable; intetics.com.ua/Workstations/Accountants
SAVCHUK-LT;;; unreachable; intetics.com.ua/Workstations/Kiev
KMARTYNUK;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
AVALINOV;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
KHOMENKO-LT;;; unreachable; intetics.com.ua/Workstations/Kiev
MNARTOV2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
CHERNONOG2;;; unreachable; intetics.com.ua/Workstations/Assistants
VNUCHENKO;;; unreachable; intetics.com.ua/Workstations/OfficeManagers
SVETLICHNAYA2;;; unreachable; intetics.com.ua/Workstations/HR
KUDRIAVETS2;;; unreachable; intetics.com.ua/Workstations/Developers
KOVTONYUK2;;; unreachable; intetics.com.ua/Workstations/Developers
BONDARENKO2;;; unreachable; intetics.com.ua/Workstations/Developers
WIN-B9F9SIRKFFG;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
5082-OC;;; unreachable; intetics.com.ua/Workstations/Developers
RPAHERETEST;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
ADUBROVSKAYA;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
KURAKOV-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
5088-OC;;; unreachable; intetics.com.ua/Workstations/Developers
5085-OC;;; unreachable; intetics.com.ua/Workstations/Developers
5084-OC;;; unreachable; intetics.com.ua/Workstations/Developers
5087-OC;;; unreachable; intetics.com.ua/Workstations/Developers
5086-OC;;; unreachable; intetics.com.ua/Workstations/Developers
5083-OC;;; unreachable; intetics.com.ua/Workstations/Developers
VKUZNICHENKO;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
OBAIBENK2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
AMALAKHOVA;;; unreachable; intetics.com.ua/Workstations/GIS/ParkMe
TYKHOLAZ-LT;;; unreachable; intetics.com.ua/Workstations/Kiev
MDOROSHENKO2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
MDOROSHENKO;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
EPOZDORO2;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
ILYSENKO-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
DLEVSHENKOV;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
2818-OC;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
IKUKOBA;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
WIN-0BCG8NF5NND;;; unreachable; intetics.com.ua/Workstations/GIS/Win10x64
KUKOBA-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
PAVLENKO-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
VERBITSKIY-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
AKORNILOVA;;; unreachable; intetics.com.ua/Workstations/GIS/ParkMe
USERINT-121OH4G;;; unreachable; intetics.com.ua/Workstations/GIS/Win7x64
DFEDORENKO;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
KUSHNIR-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
KLITVINOV;;; unreachable; intetics.com.ua/Workstations/GIS/GISDev
PRYTULENKO-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
CHUMACHENKO-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
SYTNYKOVA-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
VOVK-LT2;;; unreachable; intetics.com.ua/Workstations/Laptops
AKUTSENK2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
SMARKOV2;;; failed; intetics.com.ua/Workstations/GIS/Win7x64
PGRITSEN2;;; failed; intetics.com.ua/Workstations/GIS/Win7x64
KBUH;;; failed; intetics.com.ua/Servers
KASATKIN;;; failed; intetics.com.ua/Workstations/GIS/ParkMe
VASYLKIVSKYI-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
C-MATRIX;;; failed; intetics.com.ua/Virtual
VASILYEV2;;; failed; intetics.com.ua/Workstations/Developers
MALYHON;;; failed; intetics.com.ua/Workstations/Developers
AGANYSH;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MVDOVARE;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
KH-GIS-PROXY;;; failed; intetics.com.ua/Servers
AHONCHAROVA;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
ASTEGANC2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MANTONOV;;; failed; intetics.com.ua/Workstations/GIS/Win7x64
KHARCHEVNIKOVA;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
KAMINSKA;;; failed; intetics.com.ua/Workstations/Developers
VCHUPRYNIN;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MSTARIKOV;;; failed; intetics.com.ua/Workstations/GIS/Win7x64
CHETVERTAK2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
ARACHOV2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MEDVEDEV2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
DSTUKALO;;; failed; intetics.com.ua/Workstations/GIS/ParkMe
ESEMCHEN2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
VSINKOVA2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MSHLAKHT2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
ABURYK;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
LYSENKO;;; failed; intetics.com.ua/Workstations/Developers
IBRIZHYK2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
NSHEVCHENKO;;; failed; intetics.com.ua/Workstations/GIS/ParkMe
ASKLYAROV;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
NFIRSTOV2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
NSIDORCHENKO2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
KBABENKO2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
RMIROSHN;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
ANIKULSHIN;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MMISHCHENKO;;; failed; intetics.com.ua/Workstations/GIS/ParkMe
TOPCHIY2;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
KOLEKSYUK;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
MVDOVAREIZE;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
VSHVED;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
KPUSICH;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
AKISLOV;;; failed; intetics.com.ua/Workstations/GIS/Win10x64
3450-OC;;; unreachable; intetics.com.ua/Computers
SINYUK-LT;;; unreachable; intetics.com.ua/Workstations/Laptops
GIS-PROJECT2;;;; intetics.com.ua/Workstations/GIS
ACROBAT;;; unreachable; intetics.com.ua/Virtual
KH-GIS-NAS;;; failed; intetics.com.ua/Servers
NOVIKOV;;; failed; intetics.com.ua/Workstations/GIS/ParkMe
BENCHER-KV-1;;; failed; intetics.com.ua/Workstations/Kiev
